Straat,Huisnr,huisletter,postcode,Plaats,Status,Omschrijving,UniekNummer
Meerssenerweg,309,,6224 AJ,Maastricht,dominant,,GM-899
Meerssenerweg,358,,6224 AL,Maastricht,kenmerkend,fabrieksgebouwen Mosa (complex),GM-903
Meerssenerweg,368,,6224 AL,Maastricht,dominant,,GM-900
Meerssenhoven ,,,,Maastricht,waardevol cultuurhistorisch element,wegkruis,GM-3618
Meerssenhoven ,,,,Maastricht,waardevol groenelement,boom,GM-3628
Meester Ulrichweg,99,,6214 PW,Maastricht,waardevol cultuurhistorisch element,Plaquette,GM-2571
Mergelweg,32,,6212 XH,Maastricht,kenmerkend,café-woonhuis,GM-3784
Mergelweg ,65,,6212 XB,Maastricht,dominant,,GM-617
Mergelweg ,107,,6212 XB,Maastricht,dominant,,GM-618
Mergelweg,115,,6212 XB,Maastricht,kenmerkend,woonhuis,GM-3782
Mergelweg,123,,6212 XC,Maastricht,dominant,woonhuis,GM-3783
Mergelweg,359,,6212 NJ,Maastricht,dominant,Buitenverblijf De Schark,GM-3746
Mergelweg,359,,6212 NJ,Maastricht,dominant,Mergelgroeve (De Schark),GM-3745
Mergelweg,361,,6212 NJ,Maastricht,kenmerkend,Boerderij De Schark,GM-3747
Mergelweg,361,,6212 NJ,Maastricht,waardevol cultuurhistorisch element,Poortkolommen,GM-3748
Merovingenstraat,8,,6224 HC,Maastricht,kenmerkend,portiekflats A. Swinkels,GM-905
Middenstraat,18,,6223 BH,Maastricht,waardevol cultuurhistorisch element,wegkruis,GM-3702
Minckelersstraat,,,,Maastricht,waardevol cultuurhistorisch element,gemeentelijk aanplakbord,GM-1746
Minckelersstraat,2,,6211 GX,Maastricht,dominant,,GM-1743
Minckelersstraat,4,,6211 GX,Maastricht,dominant,,GM-1745
Minckelersstraat,14,,6211 GX,Maastricht,dominant,,GM-1740
Minckelersstraat,16,,6211 GX,Maastricht,dominant,,GM-1741
Minckelersstraat,18,,6211 GX,Maastricht,dominant,,GM-1742
Minckelersstraat,34,B,6211 GX,Maastricht,dominant,,GM-1744
Minderbroedersberg,5,,6211 LK,Maastricht,kenmerkend,,GM-1747
Minderbroedersberg,6,A,6211 LK,Maastricht,dominant,,GM-1748
Minister Goeman Borgesiusplantsoen,,,,Maastricht,waardevol cultuurhistorisch element,standbeeld,GM-2573
Minister Goeman Borgesiusplantsoen,1,,6214 SC,Maastricht,dominant,woonhuis,GM-3398
Minister Goeman Borgesiusplantsoen,2,,6214 SC,Maastricht,dominant,woonhuis,GM-3399
Minister Goeman Borgesiusplantsoen,3,,6214 SC,Maastricht,dominant,woonhuis,GM-3400
Minister Goeman Borgesiusplantsoen,4,,6214 SC,Maastricht,dominant,woonhuis,GM-3401
Minister Goeman Borgesiusplantsoen,5,,6214 SC,Maastricht,dominant,woonhuis,GM-3402
Minister Goeman Borgesiusplantsoen,6,,6214 SC,Maastricht,dominant,woonhuis,GM-3403
Minister Goeman Borgesiusplantsoen,7,,6214 SC,Maastricht,dominant,woonhuis,GM-3404
Minister Goeman Borgesiusplantsoen,8,,6214 SC,Maastricht,dominant,woonhuis,GM-3405
Minister Goeman Borgesiusplantsoen,9,,6214 SC,Maastricht,dominant,woonhuis,GM-3406
Minister Goeman Borgesiusplantsoen,10,,6214 SC,Maastricht,dominant,woonhuis,GM-3407
Minister Goeman Borgesiusplantsoen,11,,6214 SC,Maastricht,dominant,woonhuis,GM-3408
Minister Goeman Borgesiusplantsoen,12,,6214 SC,Maastricht,dominant,woonhuis,GM-3409
Minister Goeman Borgesiusplantsoen,13,,6214 SC,Maastricht,dominant,woonhuis,GM-3410
Minister Goeman Borgesiusplantsoen,14,,6214 SC,Maastricht,dominant,woonhuis,GM-3411
Minister Goeman Borgesiusplantsoen,15,,6214 SC,Maastricht,dominant,woonhuis,GM-3412
Minister Goeman Borgesiusplantsoen,16,,6214 SC,Maastricht,dominant,woonhuis,GM-3413
Minister Goeman Borgesiusplantsoen,17,,6214 SC,Maastricht,dominant,woonhuis,GM-3414
Minister Goeman Borgesiusplantsoen,18,,6214 SC,Maastricht,dominant,woonhuis,GM-3415
Minister Goeman Borgesiusplantsoen,19,,6214 SC,Maastricht,dominant,woonhuis,GM-3416
Minister Goeman Borgesiusplantsoen,20,,6214 SE,Maastricht,dominant,woonhuis,GM-3417
Minister Goeman Borgesiusplantsoen,21,,6214 SE,Maastricht,dominant,woonhuis,GM-3418
Minister Goeman Borgesiusplantsoen,22,,6214 SE,Maastricht,dominant,woonhuis,GM-3419
Minister Goeman Borgesiusplantsoen,23,,6214 SE,Maastricht,dominant,woonhuis,GM-3420
Minister Goeman Borgesiusplantsoen,24,,6214 SE,Maastricht,dominant,woonhuis,GM-3421
Minister Goeman Borgesiusplantsoen,25,,6214 SE,Maastricht,dominant,woonhuis,GM-3422
Minister Goeman Borgesiusplantsoen,26,,6214 SE,Maastricht,dominant,woonhuis,GM-3423
Minister Goeman Borgesiusplantsoen,27,,6214 SE,Maastricht,dominant,woonhuis,GM-3424
Miradorplein,,,,Maastricht,dominant,Pomphuis,GM-908
Miradorplein,55,A,6222 TE,Maastricht,kenmerkend,Swinkels&Salemans,GM-906
Miradorplein ,59,A,6222 TG,Maastricht,kenmerkend,Swinkels&Salemans,GM-907
Miradorplein ,63,A,6222 TG,Maastricht,kenmerkend,Swinkels&Salemans,GM-909
Molenweg,,,,Maastricht,waardevol groenelement,notenboom,GM-169
Molenweg,,,,Maastricht,waardevol groenelement,haag,GM-168
Molenweg,,,,Maastricht,waardevol groenelement,huisweide,GM-170
Monseigneur Soudantstraat,1,,6226 GC,Maastricht,dominant,huisartsenwoning en praktijk,GM-389
Monseigneur Vranckenplein ,1,,6213 HL,Maastricht,waardevol cultuurhistorisch element,muur,GM-3574
Monseigneur Vranckenplein ,2,,6213 HL,Maastricht,dominant,,GM-619
Monseigneur Vranckenplein ,10,,,Maastricht,dominant,Huisnr bestaat niet in BAG,GM-620
Muntstraat,31,,6211 EH,Maastricht,dominant,achterbouw,GM-1750
Nekummerweg,20,,6212 NK,Maastricht,dominant,boerderij,GM-3785
Nieuwenhofstraat,2,A,6211 KG,Maastricht,kenmerkend,,GM-3590
Nieuweweg,25,,6221 AA,Maastricht,dominant,VeGla fabrieksschoorstenen,GM-1751
Nieuwstraat,6,,6211 CS,Maastricht,dominant,,GM-1754
Nieuwstraat,25,,6211 CR,Maastricht,dominant,,GM-1752
Nieuwstraat,27,,6211 CR,Maastricht,dominant,,GM-1753
Nijverheidsweg,35,,6227 AL,,dominant,schoorsteen,GM-3564
"Noorderbrug- Willemalexanderweg, Borgharenweg",,,,Maastricht,waardevol cultuurhistorisch element,muur,GM-454
Noormannensingel,16,,6224 BW,Maastricht,dominant,,GM-910
Noormannensingel,32,,6224 BW,Maastricht,dominant,Marres en Sandhövell,GM-911
nvt,,,,,waardevol groenelement,waternetwerk,GM-3640
Observantenweg,2,,6212 ER,Maastricht,kenmerkend,,GM-621
Observantenweg,42,,6212 ES,Maastricht,dominant,,GM-622
Observantenweg,44,,6212 ES,Maastricht,dominant,,GM-623
Observantenweg,49,,6212 EP,Maastricht,kenmerkend,,GM-624
Observantenweg ,51,,6212 EP,Maastricht,dominant,,GM-625
Observantenweg,53,,6212 EP,Maastricht,dominant,,GM-626
Observantenweg ,55,,6212 EP,Maastricht,dominant,,GM-627
Observantenweg ,85,,6212 EP,Maastricht,kenmerkend,,GM-628
Oeverwal,,,,Maastricht,waardevol cultuurhistorisch element,hekwerk,GM-3576
Oeverwal,,,,Maastricht,waardevol cultuurhistorisch element,relief stadsengel,GM-1765
Oeverwal,1,,6221 EN,Maastricht,kenmerkend,,GM-1756
Oeverwal,1,A,6221 EN,Maastricht,dominant,,GM-1761
Oeverwal,2,,6221 EN,Maastricht,kenmerkend,,GM-1762
Oeverwal,3,,6221 EN,Maastricht,dominant,,GM-1763
Oeverwal,7,,6221 EN,Maastricht,dominant,,GM-1764
Oeverwal,9,A,6221 EN,Maastricht,dominant,Voorheen Wycker Heidenstraat 4,GM-2338
Oeverwal,10,,6221 EN,Maastricht,kenmerkend,,GM-1757
Oeverwal,11,,6221 EN,Maastricht,kenmerkend,,GM-1758
Oeverwal,12,,6221 EN,Maastricht,kenmerkend,,GM-1759
Oeverwal,14,,,Maastricht,kenmerkend,Huisnr bestaat niet in BAG,GM-1760
Old Hickoryplein,1,,6224 AP,Maastricht,dominant,Swinkels en Salemans,GM-918
Old Hickoryplein,27,A,6224 AR,Maastricht,dominant,Swinkels en Salemans,GM-917
Old Hickoryplein,33,B,6224 AR,Maastricht,dominant,Swinkels en Salemans,GM-916
Old Hickoryplein,64,A,6224 AW,Maastricht,dominant,Swinkels en Salemans,GM-915
Old Hickoryplein,71,A,6224 AX,Maastricht,dominant,Swinkels en Salemans,GM-914
Old Hickoryplein,82,B,6224 AZ,Maastricht,dominant,Swinkels en Salemans,GM-913
Old Hickoryplein,84,A,6224 AZ,Maastricht,dominant,Swinkels en Salemans,GM-912
Olympiaweg,91,,6225 XX,Maastricht,dominant,"Kerk van St Guillelmus, Jos Muré, pastorie",GM-919
Olympiaweg,93,,6225 XX,Maastricht,dominant,"Kerk van St Guillelmus, Jos Muré, pastorie",GM-920
Onze Lieve Vrouweplein,,,,Maastricht,waardevol cultuurhistorisch element,beeld jupiter,GM-1772
Onze Lieve Vrouweplein,,,,Maastricht,waardevol cultuurhistorisch element,beeld relatie 1,GM-1773
Onze Lieve Vrouweplein,1,,6211 HD,Maastricht,dominant,,GM-1766
Onze Lieve Vrouweplein,2,,6211 HD,Maastricht,dominant,,GM-1767
Onze Lieve Vrouweplein,4,,6211 HD,Maastricht,dominant,,GM-1771
Onze Lieve Vrouweplein,27,,6211 HE,Maastricht,waardevol cultuurhistorisch element,mariabeeld ,GM-1768
Onze Lieve Vrouweplein,28,,6211 HE,Maastricht,dominant,,GM-1769
Onze Lieve Vrouweplein,30,B,6211 HE,Maastricht,dominant,,GM-1770
Onze Lieve Vrouwewal,,,,,waardevol cultuurhistorisch element,beeld,GM-3588
Onze Lieve Vrouwewal,,,,Maastricht,waardevol cultuurhistorisch element,beeld faunus,GM-1777
Onze Lieve Vrouwewal,,,,Maastricht,waardevol cultuurhistorisch element,kanonnen ,GM-1775
Onze Lieve Vrouwewal,,,,Maastricht,waardevol groenelement,,GM-1774
Onze Lieve Vrouwewal,13,,6211 HH,Maastricht,kenmerkend,,GM-1776
Oosterweg,123,,6229 XX,Maastricht,waardevol cultuurhistorisch element,moordkruis,GM-3727
Op de Bos,38,,6223 EV,Maastricht,dominant,woonhuis,GM-3658
Op de Meer,48,,6223 GW,Maastricht,kenmerkend,hoevecomplex,GM-3659
Op de Meer,50,,6223 GW,Maastricht,kenmerkend,Hoevecomplex,GM-3789
Op de Meer,53,,6223 GW,Maastricht,kenmerkend,hoevecomplex,GM-3660
Op de Thermen ong.,,,,Maastricht,waardevol cultuurhistorisch element,amazone te paard,GM-1778
Oranjeplein,35,A,6224 KE,Maastricht,kenmerkend,Th. Boosten,GM-922
Oranjeplein,201,,6224 KV,Maastricht,dominant,ontwerp C.H.M. Holt,GM-921
Oude Kerkstraat,7,,6227 SP,Maastricht,dominant,oude kapelanie eerste helft 19e eeuw,GM-390
Oude Kerkstraat,12,,6227 SR,Maastricht,waardevol cultuurhistorisch element,grafmonumenten,GM-277
Oude Kerkstraat,18,,6227 SR,Maastricht,kenmerkend,,GM-391
Oude Kerkstraat,20,,6227 SR,Maastricht,kenmerkend,Woonhuis 1858,GM-392
Oude Kerkstraat,38,,6227 SR,Maastricht,dominant,Dubbele woning,GM-393
Oude Kerkstraat,40,,6227 SR,Maastricht,dominant,Dubbele woning,GM-394
Oude Kerkstraat,48,,6227 SR,Maastricht,dominant,dorpswoning,GM-395
Oude Kerkstraat/Dorpsstraat,,,,Maastricht,waardevol cultuurhistorisch element,kruis,GM-276
Oude Maasstraat,61,,6229 BC,Maastricht,waardevol cultuurhistorisch element,mariabeeld in gevelnis,GM-3729
Oude Maasstraat,98,,6229 BE,Maastricht,dominant,schuur (voormalig),GM-3720
Oude Maasstraat,100,,6229 BE,Maastricht,waardevol cultuurhistorisch element,veldkruis,GM-3728
Oude Tweebergenpoort,2,A,6211 TD,Maastricht,dominant,,GM-1779
Oude Tweebergenpoort,4,,6211 TD,Maastricht,kenmerkend,,GM-1780
Oude Tweebergenpoort,6,,6211 TD,Maastricht,kenmerkend,,GM-1781
Padualaan,4,,6226 BL,Maastricht,dominant,"kerk en pastorie St. Anthonius van Padua, Swinckels en Schoenmaeckers",GM-396
Padualaan,5,,6226 BJ,Maastricht,dominant,dubbel woonhuis,GM-397
Padualaan,7,,6226 BJ,Maastricht,dominant,dubbel woonhuis,GM-399
Padualaan,10,,6226 BL,Maastricht,kenmerkend,,GM-404
Padualaan,31,,6226 BJ,Maastricht,kenmerkend,,GM-400
Padualaan,33,,6226 BJ,Maastricht,kenmerkend,,GM-401
Padualaan,35,,6226 BJ,Maastricht,kenmerkend,,GM-402
Padualaan,37,,6226 BJ,Maastricht,kenmerkend,,GM-403
Papenstraat,2,,6211 LG,Maastricht,dominant,,GM-1782
Papenstraat,3,,6211 LG,Maastricht,dominant,,GM-1783
Papenstraat,4,A,6211 LG,Maastricht,kenmerkend,,GM-1784
Papenstraat,5,,6211 LG,Maastricht,dominant,,GM-1785
Papenstraat,7,,6211 LG,Maastricht,dominant,,GM-1786
Papenstraat,8,,6211 LG,Maastricht,dominant,,GM-1787
Papenweg ,1,B,6212 CC,Maastricht,dominant,,GM-629
Papenweg ,2,,6212 CG,Maastricht,kenmerkend,,GM-630
Papenweg ,3,,6212 CC,Maastricht,dominant,,GM-631
Papenweg ,4,,6212 CG,Maastricht,kenmerkend,,GM-632
Papenweg ,5,,6212 CC,Maastricht,dominant,,GM-633
Papenweg ,6,,6212 CG,Maastricht,kenmerkend,,GM-634
Papenweg ,8,A,6212 CG,Maastricht,kenmerkend,,GM-635
Papenweg,9,,6212 CC,Maastricht,dominant,,GM-636
Papenweg ,10,,6212 CG,Maastricht,kenmerkend,,GM-637
Papenweg ,12,,6212 CG,Maastricht,kenmerkend,,GM-638
Papenweg,14,,6212 CG,Maastricht,dominant,,GM-639
Papenweg,16,,6212 CG,Maastricht,dominant,,GM-640
Papenweg,17,,6212 CC,Maastricht,kenmerkend,,GM-641
Papenweg,18,,6212 CG,Maastricht,dominant,,GM-642
Papenweg ,20,,6212 CG,Maastricht,dominant,,GM-643
Papenweg,28,,6212 CG,Maastricht,dominant,,GM-644
Papenweg ,30,,6212 CG,Maastricht,kenmerkend,,GM-645
Papenweg,44,,6212 CG,Maastricht,kenmerkend,,GM-646
Papenweg,47,,6212 CD,Maastricht,kenmerkend,,GM-647
Papenweg,49,,6212 CD,Maastricht,kenmerkend,,GM-648
Papenweg ,73,,6212 CE,Maastricht,dominant,,GM-649
Papenweg,76,,6212 CH,Maastricht,dominant,,GM-650
Papenweg ,100,A,6212 CJ,Maastricht,dominant,,GM-651
Papenweg ,102,,6212 CJ,Maastricht,dominant,,GM-652
Papenweg ,104,,6212 CJ,Maastricht,dominant,,GM-653
Parallelweg,12,,6221 BC,Maastricht,kenmerkend,,GM-1788
Parallelweg,13,,6221 BC,Maastricht,kenmerkend,,GM-1789
Parallelweg,14,,6221 BC,Maastricht,kenmerkend,,GM-1790
Parallelweg,15,,6221 BC,Maastricht,kenmerkend,,GM-1791
Parallelweg,16,,6221 BC,Maastricht,kenmerkend,,GM-1792
Parallelweg,17,,6221 BC,Maastricht,kenmerkend,,GM-1793
Parallelweg,18,,6221 BC,Maastricht,kenmerkend,,GM-1794
Parallelweg,19,,6221 BC,Maastricht,kenmerkend,,GM-1795
Parallelweg,20,,6221 BC,Maastricht,kenmerkend,,GM-1796
Parallelweg,21,,6221 BC,Maastricht,kenmerkend,,GM-1797
Parallelweg,22,,6221 BC,Maastricht,kenmerkend,,GM-1798
Parallelweg,23,,6221 BC,Maastricht,kenmerkend,,GM-1799
Parallelweg,24,,6221 BC,Maastricht,kenmerkend,,GM-1800
Parallelweg,25,,6221 BC,Maastricht,kenmerkend,,GM-1801
Parallelweg,26,,6221 BC,Maastricht,kenmerkend,,GM-1802
Parallelweg,27,,6221 BC,Maastricht,kenmerkend,,GM-1803
Parallelweg,28,,6221 BC,Maastricht,kenmerkend,,GM-1804
Parallelweg,29,,6221 BC,Maastricht,kenmerkend,,GM-1805
Parallelweg,30,,6221 BC,Maastricht,kenmerkend,,GM-1806
Parallelweg,32,,6221 BC,Maastricht,kenmerkend,,GM-1807
Parallelweg,41,,6221 BD,Maastricht,dominant,,GM-1808
Parallelweg,49,A,6221 BD,Maastricht,dominant,,GM-1809
Parallelweg,50,,6221 BD,Maastricht,dominant,,GM-1810
Parallelweg,51,,6221 BD,Maastricht,dominant,,GM-1811
Parallelweg,52,,6221 BD,Maastricht,dominant,,GM-1812
Parallelweg,53,,6221 BD,Maastricht,dominant,,GM-1813
Parallelweg,99,,6221 BD,Maastricht,dominant,brandweertoren,GM-1814
Parallelweg,101,,6221 BD,Maastricht,dominant,,GM-1815
Parmastraat,7,,6226 XH,Maastricht,kenmerkend,A.Swinkels,GM-923
Pasestraat,,,,Maastricht,waardevol cultuurhistorisch element,wegkruis,GM-3706
Pasestraat,2,,6223 HB,Maastricht,dominant,hoevecomplex,GM-3661
Pasestraat,14,,6223 HB,Maastricht,kenmerkend,woonhuis,GM-3662
Pasestraat,16,,6223 HB,Maastricht,kenmerkend,woonhuis,GM-3791
Pasestraat,25,,6223 HA,Maastricht,kenmerkend,voormalig gemeentehuis,GM-3663
Pasestraat,44,,6223 HB,Maastricht,kenmerkend,woonhuis,GM-3664
Pasestraat,45,,6223 HA,Maastricht,dominant,woonhuis,GM-3665
Pastoor Habetsstraat,40,,6217 KM,Maastricht,dominant,school,GM-2579
Pastoor Habetsstraat,42,,6217 KM,Maastricht,dominant,schoolmeesterswoning,GM-2574
Pastoor Habetsstraat,44,,6217 KM,Maastricht,dominant,woonhuis,GM-2575
Pastoor Habetsstraat,46,,6217 KM,Maastricht,dominant,woonhuis,GM-2576
Pastoor Habetsstraat,51,B,6217 KL,Maastricht,kenmerkend,woonhuis,GM-2577
Pastoor Habetsstraat,53,,6217 KL,Maastricht,dominant,woonhuis,GM-2578
Pastoor Jacobsweg,,,,Maastricht,waardevol cultuurhistorisch element,"Begraafplaats Oostermaas, ontwerp A. Boosten",GM-924
Pastoor Kribsweg ,14,,6212 BT,Maastricht,dominant,,GM-655
Pergamijndonk,,,,Maastricht,waardevol groenelement,bomenrij,GM-210
Pergamijndonk,,,,Maastricht,waardevol groenelement,haag (WRSH VERDENEN),GM-183
Pergamijndonk,,,,Maastricht,waardevol groenelement,huisweide,GM-209
Pergamijndonk,190,,6218 GZ,Maastricht,waardevol groenelement,boom,GM-193
PERGAMIJNDONK/VAN AKENWEG,,,,Maastricht,waardevol groenelement,bomenrij en haag,GM-213
PERGAMIJNDONK/VAN AKENWEG,,,,Maastricht,waardevol groenelement,huisweide,GM-187
PERGAMIJNDONK/VAN AKENWEG,,,,Maastricht,waardevol groenelement,haag,GM-208
PERGAMIJNDONK/VAN AKENWEG,,,,Maastricht,waardevol groenelement,bomenrij,GM-207
PERGAMIJNDONK/VAN AKENWEG,,,,Maastricht,waardevol groenelement,haag,GM-188
Phoenixweg,15,,6219 NX,Maastricht,dominant,schoorsteen,GM-448
Phoenixweg,15,,6219 NX,Maastricht,waardevol cultuurhistorisch element,gevelsteen,GM-449
Plateauweg ,1,,6212 EA,Maastricht,dominant,,GM-656
Platielstraat,1,A,6211 GV,Maastricht,dominant,,GM-1816
Plein Sint Petrus Banden,1,,6227 SE,Maastricht,dominant,duplexwoningen Frans Dingemans,GM-3189
Plein Sint Petrus Banden,1,,6227 SE,Maastricht,waardevol cultuurhistorisch element,"beeld St. Petrus Banden, Wim Rijvers ",GM-278
Plein Sint Petrus Banden,2,,6227 SE,Maastricht,dominant,duplexwoningen Frans Dingemans,GM-406
Plein Sint Petrus Banden,3,,6227 SE,Maastricht,dominant,duplexwoningen Frans Dingemans,GM-3190
Plein Sint Petrus Banden,5,,6227 SE,Maastricht,dominant,duplexwoningen Frans Dingemans,GM-3191
Plein Sint Petrus Banden,7,,6227 SE,Maastricht,dominant,duplexwoningen Frans Dingemans,GM-3192
Plein Sint Petrus Banden,9,,6227 SE,Maastricht,dominant,duplexwoningen Frans Dingemans,GM-3193
Plein Sint Petrus Banden,11,,6227 SE,Maastricht,dominant,duplexwoningen Frans Dingemans,GM-3194
Plein Sint Petrus Banden,13,,6227 SE,Maastricht,dominant,duplexwoningen Frans Dingemans,GM-3195
Plein Sint Petrus Banden,15,,6227 SE,Maastricht,dominant,duplexwoningen Frans Dingemans,GM-3196
Plein Sint Petrus Banden,17,,6227 SE,Maastricht,dominant,duplexwoningen Frans Dingemans,GM-3197
Plein Sint Petrus Banden,19,,6227 SE,Maastricht,dominant,duplexwoningen Frans Dingemans,GM-3198
Plenkershoven,1,,6212 GL,Maastricht,kenmerkend,,GM-3340
Plenkershoven,3,,6212 GL,Maastricht,kenmerkend,,GM-3341
Plenkershoven,5,,6212 GL,Maastricht,kenmerkend,,GM-3342
Plenkershoven,7,,6212 GL,Maastricht,kenmerkend,,GM-3343
Plenkershoven,9,,6212 GL,Maastricht,kenmerkend,,GM-3344
Plenkershoven,11,,6212 GL,Maastricht,kenmerkend,,GM-3345
Pletzersstraat,,,,Maastricht,waardevol cultuurhistorisch element,straatlantaarns,GM-664
Pletzersstraat ,1,,6213 HE,Maastricht,dominant,,GM-658
Pletzersstraat ,2,,6213 HH,Maastricht,dominant,,GM-659
Pletzersstraat ,15,,6213 HE,Maastricht,dominant,,GM-661
Polvertorenstraat,,,,,waardevol groenelement,Boom (ginko),GM-256
Polvertorenstraat,4,,6211 LX,,dominant,Verpleegstersflat,GM-255
Polvertorenstraat,22,,6211 LX,Maastricht,cultuurhistorisch attentiegebied,,GM-1817
Populierweg,28,,6222 CS,Maastricht,dominant,Pastorie,GM-927
Populierweg,30,,6222 CS,Maastricht,kenmerkend,dubbele kapelanie,GM-928
Populierweg,32,,6222 CS,Maastricht,kenmerkend,dubbele kapelanie,GM-925
Populierweg,34,,6222 CS,Maastricht,dominant,,GM-926
Populierweg,53,,6222 CP,Maastricht,kenmerkend,,GM-929
Populierweg - Dolmansstraat,,,,Maastricht,waardevol cultuurhistorisch element,Waterpomp - stond eerst aan Emmausstraat,GM-930
POSTBAAN,15,A,6218 HS,Maastricht,kenmerkend,woonhuis,GM-200
POSTBAAN,17,,6218 HS,Maastricht,kenmerkend,woonhuis,GM-201
POSTBAAN,19,,6218 HS,Maastricht,dominant,woonhuis,GM-198
POSTBAAN,21,,6218 HS,Maastricht,dominant,woonhuis,GM-199
POSTBAAN,39,,6218 HS,Maastricht,kenmerkend,woonhuis,GM-203
POSTBAAN,39,,6218 HS,Maastricht,waardevol groenelement,boom,GM-204
POSTBAAN,50,,6218 HT,Maastricht,kenmerkend,woonhuis,GM-192
POSTBAAN,50,,6218 HT,Maastricht,waardevol cultuurhistorisch element,kruis,GM-202
POSTBAAN,54,,6218 HT,Maastricht,kenmerkend,woonhuis,GM-182
POSTBAAN,58,,6218 HT,Maastricht,kenmerkend,woonhuis,GM-195
Postbaan tracé ten oosten van de Brusselseweg,,,,,waardevol cultuurhistorisch element,Postbaan tracé,GM-2728
Potterieplein,50,,6216 VB,Maastricht,dominant,kerk,GM-2580
Potterieplein,50,,6216 VB,Maastricht,dominant,kerktoren,GM-2581
Potteriestraat,74,B,6216 VH,Maastricht,kenmerkend,flat,GM-2582
Prins Bisschopsingel ,1,,6212 AA,Maastricht,dominant,,GM-665
Prins Bisschopsingel,2,,6211 JX,Maastricht,dominant,,GM-1820
Prins Bisschopsingel,3,,6212 AA,Maastricht,kenmerkend,,GM-666
Prins Bisschopsingel,5,,6212 AA,Maastricht,kenmerkend,,GM-667
Prins Bisschopsingel,7,,6212 AA,Maastricht,dominant,,GM-668
Prins Bisschopsingel ,9,,6212 AA,Maastricht,dominant,,GM-669
Prins Bisschopsingel ,11,,6212 AA,Maastricht,dominant,,GM-670
Prins Bisschopsingel,12,,6211 JX,Maastricht,dominant,,GM-1818
Prins Bisschopsingel ,13,,6212 AA,Maastricht,dominant,,GM-671
Prins Bisschopsingel ,15,,6212 AA,Maastricht,dominant,,GM-672
Prins Bisschopsingel ,19,,6212 AA,Maastricht,dominant,,GM-673
Prins Bisschopsingel ,21,,6212 AB,Maastricht,dominant,,GM-674
Prins Bisschopsingel,22,,6211 JX,Maastricht,dominant,,GM-1819
Prins Bisschopsingel ,23,,6212 AB,Maastricht,dominant,,GM-675
Prins Bisschopsingel ,25,,6212 AB,Maastricht,dominant,,GM-676
Prins Bisschopsingel ,27,,6212 AB,Maastricht,dominant,,GM-677
Prins Bisschopsingel ,29,,6212 AB,Maastricht,dominant,,GM-678
Prins Bisschopsingel ,31,,6212 AB,Maastricht,kenmerkend,,GM-679
Prins Bisschopsingel,33,,6212 AB,Maastricht,dominant,,GM-680
Prins Bisschopsingel,35,,6212 AB,Maastricht,dominant,,GM-681
Prins Bisschopsingel ,41,,6212 AB,Maastricht,dominant,,GM-682
Prins Bisschopsingel ,43,,6212 AB,Maastricht,dominant,,GM-683
Prins Bisschopsingel ,45,,6212 AB,Maastricht,dominant,,GM-684
Prins Bisschopsingel ,47,,6212 AB,Maastricht,dominant,,GM-685
Prins Bisschopsingel,49,,6212 AB,Maastricht,dominant,,GM-686
Prins Bisschopsingel,51,,6212 AB,Maastricht,kenmerkend,,GM-687
Prins Bisschopssingel - Maasboulevard,,,,Maastricht,waardevol cultuurhistorisch element,"kademuren, bruggen",GM-1821
Prins Bisschopssingel - Maasboulevard,,,,Maastricht,waardevol groenelement,jekerloop,GM-1822
Prins Hessen Casselstraat,2,,6211 JZ,Maastricht,dominant,,GM-1824
Prins Hessen Casselstraat,4,,6211 JZ,Maastricht,dominant,,GM-1825
Prins Hessen Casselstraat,6,,6211 JZ,Maastricht,dominant,,GM-1826
Prins Hessen Casselstraat,15,,6211 JZ,Maastricht,dominant,,GM-1823
Professor Kernstraat,1,,6224 BG,Maastricht,dominant,Swinkels en Salemans,GM-931
Professor Moserstraat,13,,6224 BK,Maastricht,kenmerkend,Marres en Sandhövel,GM-932
Professor Mullerstraat,2,B,6224 BD,Maastricht,dominant,Swinkels en Salemans,GM-933
Professor Mullerstraat,8,,6224 BD,Maastricht,dominant,Swinkels en Salemans,GM-934
Professor Mullerstraat,56,,6224 BE,Maastricht,kenmerkend,"noodkerk uit 1949, Swinkels",GM-936
Professor Pasmansstraat,4,,6224 AN,Maastricht,dominant,Swinkels en Salemans,GM-937
Professor Pieter Willemsstraat,,,,Maastricht,waardevol cultuurhistorisch element,muur school,GM-943
Professor Pieter Willemsstraat,18,A,6224 CE,Maastricht,kenmerkend,Villa Wyckerveld + poort,GM-940
Professor Pieter Willemsstraat,25,,6224 CC,Maastricht,kenmerkend,,GM-941
Professor Pieter Willemsstraat,27,A,6224 CC,Maastricht,kenmerkend,,GM-938
Professor Pieter Willemsstraat,29,A,6224 CC,Maastricht,kenmerkend,,GM-942
Professor Scholsstraat ,1,,6224 BX,Maastricht,dominant,Marres en Sandhövell,GM-948
Professor Scholsstraat ,11,,6224 BX,Maastricht,dominant,Marres en Sandhövell,GM-949
Professor Scholsstraat,20,,6224 BZ,Maastricht,kenmerkend,,GM-946
Professor Scholsstraat,28,,6224 BZ,Maastricht,kenmerkend,,GM-947
