Straat,Huisnr,huisletter,postcode,Plaats,Status,Omschrijving,UniekNummer
Sint Hubertuslaan,53,,6212 BH,Maastricht,dominant,,GM-698
Sint Jabobstraat,17,A,6211 LA,Maastricht,dominant,,GM-1878
Sint Jabobstraat,19,A,6211 LA,Maastricht,dominant,,GM-1879
Sint Jabobstraat,21,,6211 LA,Maastricht,dominant,,GM-1880
Sint Jabobstraat,23,A,6211 LA,Maastricht,dominant,,GM-1881
Sint Jacobstraat,1,,6211 LA,Maastricht,dominant,,GM-1883
Sint Jacobstraat,1,,6211 LA,Maastricht,waardevol cultuurhistorisch element,mariabeeld ,GM-1882
Sint Jacobstraat,3,,6211 LA,Maastricht,dominant,,GM-1885
Sint Josephstraat,1,,6227 SK,Maastricht,dominant,Dorpswoning,GM-433
Sint Josephstraat,7,,6227 SK,Maastricht,dominant,"Schoolgebouw  Theo Boosten, nu ateliers/woningen voor kunstenaars",GM-434
Sint Josephstraat,20,,6227 SM,Maastricht,kenmerkend,vier portiekflats,GM-436
Sint Josephstraat,32,,6227 SN,Maastricht,kenmerkend,vier portiekflats,GM-437
Sint Josephstraat,52,,6227 SN,Maastricht,kenmerkend,"Oorspronkelijk boerderij, nu woonhuis/café",GM-435
Sint Josephstraat,73,,,Maastricht,dominant,Huisnr bestaat niet in BAG - Hoekwoning,GM-438
Sint Lambertuslaan,4,A,6211 KB,Maastricht,dominant,,GM-1886
Sint Lambertuslaan,8,A,6212 AT,Maastricht,dominant,,GM-699
Sint Lambertuslaan,10,A,6212 AT,Maastricht,dominant,,GM-700
Sint Lambertuslaan ,12,,6212 AT,Maastricht,dominant,,GM-701
Sint Lambertuslaan ,14,,6212 AT,Maastricht,dominant,,GM-702
Sint Lambertuslaan ,15,,6212 AR,Maastricht,dominant,,GM-703
Sint Lambertuslaan ,16,,6212 AT,Maastricht,dominant,,GM-704
Sint Lambertuslaan ,17,,6212 AR,Maastricht,dominant,,GM-705
Sint Lambertuslaan,18,,6212 AT,Maastricht,dominant,,GM-706
Sint Lambertuslaan ,19,,6212 AR,Maastricht,dominant,,GM-708
Sint Lambertuslaan,20,,6212 AT,Maastricht,dominant,,GM-707
Sint Lambertuslaan ,21,,6212 AR,Maastricht,dominant,,GM-709
Sint Lambertuslaan ,22,,6212 AT,Maastricht,dominant,,GM-710
Sint Lambertuslaan,24,,6212 AT,Maastricht,dominant,,GM-711
Sint Lambertuslaan,28,,6212 AT,Maastricht,dominant,,GM-712
Sint Lambertuslaan,28,A,6212 AT,Maastricht,dominant,,GM-713
Sint Lambertuslaan ,31,,6212 AS,Maastricht,dominant,,GM-714
Sint Lambertuslaan ,33,,6212 AS,Maastricht,dominant,,GM-715
Sint Lambertuslaan,35,,6212 AS,Maastricht,dominant,,GM-716
Sint Lambertuslaan,37,,6212 AS,Maastricht,dominant,,GM-717
Sint Lambertuslaan,39,,6212 AS,Maastricht,kenmerkend,,GM-718
Sint Lambertuslaan ,40,,6212 AV,Maastricht,dominant,,GM-719
Sint Lambertuslaan,42,,6212 AV,Maastricht,dominant,,GM-720
Sint Lambertuslaan,44,,6212 AV,Maastricht,dominant,,GM-721
Sint Lambertuslaan,46,,6212 AV,Maastricht,dominant,,GM-722
Sint Lambertuslaan,48,,6212 AV,Maastricht,dominant,,GM-723
Sint Lambertuslaan ,50,,6212 AV,Maastricht,kenmerkend,,GM-724
Sint Lambertuslaan,52,,6212 AV,Maastricht,dominant,,GM-725
Sint Lambertuslaan,58,A,6212 AV,Maastricht,dominant,,GM-726
Sint Lambertuslaan,60,A,6212 AV,Maastricht,dominant,,GM-727
Sint Lambertuslaan,62,A,6212 AV,Maastricht,dominant,,GM-728
Sint Maartenslaan,1,,6221 AV,Maastricht,dominant,,GM-1887
Sint Maartenslaan,4,,6221 AX,Maastricht,dominant,,GM-1908
Sint Maartenslaan,9,,6221 AV,Maastricht,dominant,,GM-1909
Sint Maartenslaan,11,,6221 AV,Maastricht,dominant,,GM-1889
Sint Maartenslaan,13,,6221 AV,Maastricht,kenmerkend,,GM-1891
Sint Maartenslaan,14,,6221 AX,Maastricht,dominant,,GM-1892
Sint Maartenslaan,15,,6221 AV,Maastricht,kenmerkend,,GM-1893
Sint Maartenslaan,16,A,6221 AX,Maastricht,kenmerkend,,GM-1894
Sint Maartenslaan,18,A,6221 AX,Maastricht,dominant,,GM-1895
Sint Maartenslaan,23,,6221 AV,Maastricht,dominant,,GM-1896
Sint Maartenslaan,29,,6221 AV,Maastricht,kenmerkend,,GM-1897
Sint Maartenslaan,31,A,6221 AW,Maastricht,dominant,,GM-1898
Sint Maartenslaan,32,B,6221 AZ,Maastricht,kenmerkend,,GM-1899
Sint Maartenslaan,33,,6221 AW,Maastricht,kenmerkend,,GM-1900
Sint Maartenslaan,34,,6221 AZ,Maastricht,kenmerkend,,GM-1901
Sint Maartenslaan,35,,6221 AW,Maastricht,kenmerkend,,GM-1902
Sint Maartenslaan,37,,6221 AW,Maastricht,kenmerkend,,GM-1903
Sint Maartenslaan,39,,6221 AW,Maastricht,kenmerkend,,GM-1904
Sint Maartenslaan,40,,6221 AZ,Maastricht,dominant,,GM-1905
Sint Maartenslaan,41,,6221 AW,Maastricht,kenmerkend,,GM-1906
Sint Maartenslaan,43,,6221 AW,Maastricht,kenmerkend,,GM-1907
Sint Maartenslaan,107,,6221 AC,Maastricht,dominant,,GM-1888
Sint Maartenslaan,111,A,6221 AC,Maastricht,dominant,,GM-1890
Sint Maartenspoort,1,,6221 BA,Maastricht,kenmerkend,,GM-1910
Sint Maartenspoort,2,,6221 BA,Maastricht,dominant,,GM-1911
Sint Maartenspoort,3,,6221 BA,Maastricht,kenmerkend,,GM-1912
Sint Maartenspoort,5,,6221 BA,Maastricht,dominant,,GM-1913
Sint Maartenspoort,7,,6221 BA,Maastricht,dominant,,GM-1914
Sint Maartenspoort,9,,6221 BA,Maastricht,dominant,,GM-1915
Sint Maternusstraat,2,A,6212 BV,Maastricht,dominant,,GM-730
Sint Maternusstraat,7,,6212 BV,Maastricht,dominant,,GM-731
Sint Michaelsweg,10,,,Maastricht,waardevol cultuurhistorisch element,Heilig hart monument,GM-3730
Sint Monulphusweg ,18,,6212 BG,Maastricht,dominant,,GM-732
Sint Nicolaasstraat,2,,6211 NN,Maastricht,cultuurhistorisch attentiegebied,,GM-1919
Sint Nicolaasstraat,11,,6211 NL,Maastricht,dominant,,GM-2992
Sint Nicolaasstraat,13,,6211 NL,Maastricht,dominant,,GM-2993
Sint Nicolaasstraat,15,,6211 NL,Maastricht,dominant,,GM-3604
Sint Nicolaasstraat,17,,6211 NL,Maastricht,dominant,,GM-2994
Sint Nicolaasstraat,19,,6211 NL,Maastricht,dominant,,GM-2995
Sint Nicolaasstraat,21,,6211 NL,Maastricht,dominant,,GM-2996
Sint Nicolaasstraat,23,,6211 NL,Maastricht,dominant,,GM-2997
Sint Nicolaasstraat,25,,6211 NL,Maastricht,dominant,,GM-2998
Sint Nicolaasstraat,27,,6211 NL,Maastricht,dominant,,GM-2999
Sint Odastraat,4,,6217 KN,Maastricht,dominant,patronaatsgebouw,GM-2608
Sint Pieterskade,1,,6211 JV,Maastricht,dominant,,GM-1921
Sint Pieterskade,2,,6211 JV,Maastricht,dominant,,GM-1922
Sint Pieterskade,3,,6211 JV,Maastricht,dominant,,GM-1923
Sint Pieterskade,4,,6211 JV,Maastricht,dominant,,GM-1924
Sint Pieterskade,5,,6211 JV,Maastricht,dominant,,GM-1925
Sint Pieterskade,6,,6211 JV,Maastricht,kenmerkend,,GM-1926
Sint Pieterskade,7,,6211 JV,Maastricht,dominant,,GM-1927
Sint Pieterskade,8,,6211 JV,Maastricht,dominant,,GM-1928
SINT PIETERSKADE,21,,6212 AC,Maastricht,kenmerkend,woonhuis,GM-3569
SINT PIETERSKADE,23,,6212 AC,Maastricht,dominant,woonhuis,GM-3570
Sint Pieterstraat,8,,6211 JN,Maastricht,dominant,,GM-1937
Sint Pieterstraat,13,,6211 JM,Maastricht,dominant,,GM-1929
Sint Pieterstraat,21,,6211 JM,Maastricht,dominant,achterhuis,GM-1930
Sint Pieterstraat,30,,6211 JN,Maastricht,dominant,,GM-1931
Sint Pieterstraat,32,,6211 JN,Maastricht,kenmerkend,,GM-1932
Sint Pieterstraat,34,,6211 JN,Maastricht,kenmerkend,,GM-1933
Sint Pieterstraat,35,,6211 JM,Maastricht,waardevol cultuurhistorisch element,stadsklok,GM-1934
Sint Pieterstraat,60,A,6211 JP,Maastricht,dominant,,GM-1935
Sint Pieterstraat,74,,6211 JP,Maastricht,dominant,,GM-1936
Sint Rochusweg ,5,,6212 EH,Maastricht,dominant,,GM-733
Sint Servaasbolwerk,,,,,waardevol groenelement,Parkaanleg,GM-254
Sint Servaasbolwerk,2,,6211 NB,Maastricht,cultuurhistorisch attentiegebied,,GM-1938
Sint Servaasbrug,,,,,waardevol cultuurhistorisch element,beeld,GM-3587
Sint Servaasbrug,,,,Maastricht,dominant,,GM-1940
Sint Servaasbrug,,,,Maastricht,waardevol cultuurhistorisch element,old hickory,GM-1939
Sint Servaasklooster,,,,,waardevol cultuurhistorisch element,moeder gods in de bajes,GM-1946
Sint Servaasklooster,,,,,waardevol cultuurhistorisch element,Hekwerk Sint Servaas,GM-3596
Sint Servaasklooster,,,,,waardevol cultuurhistorisch element,Hekwerk Sint Servaas,GM-3597
Sint Servaasklooster,,,,Maastricht,waardevol groenelement,kloostertuin zusters onder de bogen,GM-3599
Sint Servaasklooster,,,,Maastricht,dominant,steunmuren,GM-1944
Sint Servaasklooster,,,,Maastricht,waardevol cultuurhistorisch element,mariabeeld ,GM-1945
Sint Servaasklooster,30,A,6211 TE,Maastricht,dominant,,GM-1941
Sint Servaasklooster,39,,6211 TE,Maastricht,dominant,achterbouw,GM-1942
Sint Teunisstraat,1,,,Maastricht,dominant,Huisnr bestaat niet in BAG,GM-1947
Sint Teunisstraat,5,,6211 BA,Maastricht,dominant,,GM-1949
Sint Teunisstraat,7,A,6211 BA,Maastricht,dominant,,GM-1950
Sint Teunisstraat,35,A,6211 BA,Maastricht,dominant,,GM-1948
Sint Theresiaplein ,8,,6213 CG,Maastricht,dominant,,GM-734
Sint Theresiaplein ,12,,6213 CG,Maastricht,kenmerkend,,GM-735
Sint Theresiaplein ,13,,6213 CG,Maastricht,kenmerkend,,GM-736
Sint Theresiaplein ,18,,6213 CG,Maastricht,dominant,,GM-737
Sint Theresiaplein ,20,,6213 CG,Maastricht,dominant,,GM-738
Slavante,,,,Maastricht,waardevol cultuurhistorisch element,Mergelkeermuren,GM-3738
Slavante,3,,6212 NB,Maastricht,kenmerkend,Mergelgroeve (Slavante),GM-3750
Slotmakersdreef,4,,6216 PN,Maastricht,dominant,woonhuis,GM-2609
Slotmakersdreef,6,,6216 PN,Maastricht,dominant,woonhuis,GM-2610
Slotmakersdreef,8,,6216 PN,Maastricht,dominant,woonhuis,GM-2611
Slotmakersdreef,10,,6216 PN,Maastricht,dominant,woonhuis,GM-2613
Slotmakersdreef,14,,6216 PN,Maastricht,dominant,woonhuis,GM-2614
Slotmakersdreef,16,,6216 PN,Maastricht,dominant,woonhuis,GM-2615
Slotmakersdreef,18,,6216 PN,Maastricht,dominant,woonhuis,GM-2616
Slotmakersdreef,20,,6216 PN,Maastricht,dominant,woonhuis,GM-2617
Slotmakersdreef,24,,6216 PN,Maastricht,dominant,woonhuis,GM-3495
Slotmakersdreef,26,,6216 PN,Maastricht,dominant,woonhuis,GM-3496
Slotmakersdreef,28,,6216 PN,Maastricht,dominant,woonhuis,GM-3497
Slotmakersdreef,30,,6216 PN,Maastricht,dominant,woonhuis,GM-3498
Sluisdijk,51,,6223 AB,Maastricht,dominant,bunker koude oorlog,GM-3771
Sluisdijk,51,,6223 AB,Maastricht,dominant,bunker woII,GM-3772
Spekstraat,,,,Maastricht,waardevol cultuurhistorisch element,boomkruis,GM-3705
Spekstraat,2,A,6223 BL,Maastricht,dominant,woonhuis,GM-3700
Sphinxterrein,,,,Maastricht,kenmerkend,industrie (lichtstraat),GM-247
Sphinxterrein,,,,Maastricht,kenmerkend,industrie,GM-3641
Sphinxterrein,,,,Maastricht,kenmerkend,industrie,GM-3642
Sphinxterrein,,,,Maastricht,kenmerkend,industrie,GM-3644
Sphinxterrein,,,,Maastricht,kenmerkend,industrie (mouleurs),GM-3647
Sphinxterrein,,,,Maastricht,dominant,industrie,GM-3646
Sphinxterrein,,,,Maastricht,dominant,industrie,GM-3645
Sphinxterrein,,,,Maastricht,dominant,industrie,GM-3643
Sphinxterrein,,,,Maastricht,dominant,industrie,GM-248
Sphinxterrein,,,,Maastricht,kenmerkend,industrie (brikkengebouw),GM-245
Sphinxterrein,,,,Maastricht,dominant,industrie (de belgen),GM-246
Spilstraat,12,,6211 CP,Maastricht,dominant,,GM-1951
Spilstraat,16,,6211 CP,Maastricht,dominant,,GM-1952
Spoorweglaan,1,,6221 BS,Maastricht,dominant,,GM-1953
Spoorweglaan,2,,6221 BS,Maastricht,kenmerkend,,GM-1961
Spoorweglaan,3,,6221 BS,Maastricht,kenmerkend,,GM-1962
Spoorweglaan,4,,6221 BS,Maastricht,kenmerkend,,GM-1963
Spoorweglaan,5,,6221 BS,Maastricht,dominant,,GM-1964
Spoorweglaan,6,,6221 BS,Maastricht,dominant,,GM-1965
Spoorweglaan,8,,6221 BS,Maastricht,dominant,,GM-1966
Spoorweglaan,9,,6221 BS,Maastricht,dominant,,GM-1967
Spoorweglaan,10,,6221 BS,Maastricht,dominant,,GM-1954
Spoorweglaan,11,,6221 BS,Maastricht,dominant,,GM-1955
Spoorweglaan,12,,6221 BS,Maastricht,dominant,,GM-1956
Spoorweglaan,14,,6221 BS,Maastricht,dominant,,GM-1957
Spoorweglaan,16,,6221 BS,Maastricht,dominant,,GM-1958
Spoorweglaan,17,A,6221 BS,Maastricht,kenmerkend,,GM-1959
Spoorweglaan,19,A,6221 BS,Maastricht,dominant,,GM-1960
Sporenstraat,6,,6211 EB,Maastricht,dominant,,GM-1968
Sporenstraat,8,,6211 EB,Maastricht,dominant,,GM-1969
Statensingel,,,,,waardevol groenelement,hoge fronten,GM-2634
STATENSINGEL,1,A,6211 PL,Maastricht,dominant,woonhuis,GM-214
STATENSINGEL,3,A,6211 PL,Maastricht,dominant,woonhuis,GM-215
STATENSINGEL,5,A,6211 PL,Maastricht,dominant,woonhuis,GM-216
STATENSINGEL,7,A,6211 PL,Maastricht,dominant,woonhuis,GM-217
STATENSINGEL,13,,6211 PL,Maastricht,dominant,woonhuis,GM-220
STATENSINGEL,15,,6211 PL,Maastricht,dominant,woonhuis/café,GM-218
STATENSINGEL,15,A,6211 PL,Maastricht,dominant,woonhuis/café,GM-219
Statensingel,18,,6217 KD,Maastricht,dominant,woonhuis,GM-2624
Statensingel,26,,6217 KD,Maastricht,dominant,woonhuis,GM-3015
Statensingel,30,,6217 KD,Maastricht,dominant,woonhuis,GM-3016
Statensingel,32,,6217 KD,Maastricht,dominant,woonhuis,GM-3017
Statensingel,36,,6217 KD,Maastricht,dominant,woonhuis,GM-3018
Statensingel,38,,6217 KD,Maastricht,dominant,woonhuis,GM-3019
Statensingel,42,,6217 KD,Maastricht,dominant,woonhuis,GM-3020
Statensingel,44,,6217 KD,Maastricht,dominant,woonhuis,GM-3021
Statensingel,48,,6217 KD,Maastricht,dominant,woonhuis,GM-3022
Statensingel,50,,6217 KD,Maastricht,dominant,woonhuis,GM-3023
Statensingel,54,,6217 KD,Maastricht,dominant,woonhuis,GM-3024
Statensingel,56,,6217 KD,Maastricht,dominant,woonhuis,GM-3025
Statensingel,60,,6217 KE,Maastricht,dominant,woonhuis,GM-3026
Statensingel,62,,6217 KE,Maastricht,dominant,woonhuis,GM-3027
Statensingel,65,,6211 PM,Maastricht,kenmerkend,,GM-2004
Statensingel,66,,6217 KE,Maastricht,dominant,woonhuis,GM-3028
Statensingel,67,,6211 PM,Maastricht,kenmerkend,,GM-2005
Statensingel,68,,6217 KE,Maastricht,dominant,woonhuis,GM-3029
Statensingel,69,,6211 PM,Maastricht,kenmerkend,,GM-2006
Statensingel,71,,6211 PM,Maastricht,kenmerkend,,GM-2007
Statensingel,72,,6217 KE,Maastricht,dominant,woonhuis,GM-3030
Statensingel,73,,6211 PM,Maastricht,kenmerkend,,GM-2008
Statensingel,74,,6217 KE,Maastricht,dominant,woonhuis,GM-3031
Statensingel,75,,6211 PM,Maastricht,kenmerkend,,GM-2009
Statensingel,77,,6211 PM,Maastricht,kenmerkend,,GM-2010
Statensingel,78,,6217 KE,Maastricht,dominant,woonhuis,GM-3032
Statensingel,79,,6211 PM,Maastricht,kenmerkend,,GM-2011
Statensingel,80,,6217 KE,Maastricht,dominant,woonhuis,GM-3033
Statensingel,81,,6211 PM,Maastricht,kenmerkend,,GM-2012
Statensingel,83,,6211 PM,Maastricht,kenmerkend,,GM-2013
Statensingel,84,,6217 KE,Maastricht,dominant,woonhuis,GM-3034
Statensingel,85,,6211 PM,Maastricht,kenmerkend,,GM-2014
Statensingel,86,,6217 KE,Maastricht,dominant,woonhuis,GM-3035
Statensingel,86,,6217 KE,Maastricht,waardevol groenelement,haag,GM-2632
Statensingel,87,,6211 PM,Maastricht,kenmerkend,,GM-2015
Statensingel,88,,6217 KE,Maastricht,dominant,woonhuis,GM-3036
Statensingel,89,,6211 PM,Maastricht,kenmerkend,,GM-2016
Statensingel,90,,6217 KE,Maastricht,dominant,woonhuis,GM-3037
Statensingel,91,,6211 PM,Maastricht,kenmerkend,,GM-2017
Statensingel,92,,6217 KE,Maastricht,dominant,woonhuis,GM-3038
Statensingel,93,,6211 PM,Maastricht,kenmerkend,,GM-2018
Statensingel,94,,6217 KE,Maastricht,dominant,woonhuis,GM-3039
Statensingel,95,,6211 PM,Maastricht,kenmerkend,,GM-2019
Statensingel,96,,6217 KE,Maastricht,dominant,woonhuis,GM-3040
Statensingel,97,,6211 PM,Maastricht,kenmerkend,,GM-2020
Statensingel,98,,6217 KG,Maastricht,dominant,woonhuis,GM-3041
Statensingel,99,,6211 PM,Maastricht,kenmerkend,,GM-2021
Statensingel,100,,6217 KG,Maastricht,dominant,woonhuis,GM-3042
Statensingel,101,,6211 PN,Maastricht,kenmerkend,,GM-1970
Statensingel,102,,6217 KG,Maastricht,dominant,woonhuis,GM-3043
Statensingel,103,,6211 PN,Maastricht,kenmerkend,,GM-1971
Statensingel,104,,6217 KG,Maastricht,dominant,woonhuis,GM-3044
Statensingel,105,,6211 PN,Maastricht,kenmerkend,,GM-1972
Statensingel,106,,6217 KG,Maastricht,dominant,woonhuis,GM-3045
Statensingel,107,,6211 PN,Maastricht,kenmerkend,,GM-1973
Statensingel,108,,6217 KG,Maastricht,dominant,woonhuis,GM-3046
Statensingel,109,,6211 PN,Maastricht,kenmerkend,,GM-1974
Statensingel,110,,6217 KG,Maastricht,dominant,woonhuis,GM-3047
Statensingel,111,,6211 PN,Maastricht,kenmerkend,,GM-1975
Statensingel,112,,6217 KG,Maastricht,dominant,woonhuis,GM-3048
Statensingel,113,,6211 PN,Maastricht,kenmerkend,,GM-1976
Statensingel,114,,6217 KG,Maastricht,dominant,woonhuis,GM-3049
Statensingel,115,,6211 PN,Maastricht,kenmerkend,,GM-1977
Statensingel,116,,6217 KG,Maastricht,dominant,woonhuis,GM-3050
Statensingel,117,,6211 PN,Maastricht,kenmerkend,,GM-1978
Statensingel,118,,6217 KG,Maastricht,dominant,woonhuis,GM-3051
Statensingel,119,,6211 PN,Maastricht,kenmerkend,,GM-1979
Statensingel,120,,6217 KG,Maastricht,dominant,woonhuis,GM-3052
Statensingel,121,,6211 PN,Maastricht,kenmerkend,,GM-1980
Statensingel,122,,6217 KG,Maastricht,dominant,woonhuis,GM-3053
Statensingel,123,,6211 PN,Maastricht,kenmerkend,,GM-1981
Statensingel,124,,6217 KG,Maastricht,dominant,woonhuis,GM-3054
Statensingel,125,,6211 PN,Maastricht,kenmerkend,,GM-1982
Statensingel,126,,6217 KG,Maastricht,dominant,woonhuis,GM-3055
Statensingel,127,,6211 PN,Maastricht,kenmerkend,,GM-1983
Statensingel,128,,6217 KG,Maastricht,dominant,woonhuis,GM-3056
Statensingel,129,,6211 PN,Maastricht,kenmerkend,,GM-1984
Statensingel,130,,6217 KG,Maastricht,dominant,woonhuis,GM-3057
Statensingel,131,,6211 PN,Maastricht,kenmerkend,,GM-1985
Statensingel,132,,6217 KG,Maastricht,dominant,woonhuis,GM-3058
Statensingel,133,,6211 PN,Maastricht,kenmerkend,,GM-1986
Statensingel,134,,6217 KG,Maastricht,dominant,woonhuis,GM-3059
Statensingel,135,,6211 PN,Maastricht,kenmerkend,,GM-1987
Statensingel,136,,6217 KG,Maastricht,dominant,woonhuis,GM-3060
Statensingel,137,,6211 PN,Maastricht,kenmerkend,,GM-1988
Statensingel,138,,6217 KH,Maastricht,dominant,zuivelfabriek,GM-2625
Statensingel,139,,6211 PN,Maastricht,kenmerkend,,GM-1989
Statensingel,140,,6217 KH,Maastricht,dominant,woonhuis,GM-2627
Statensingel,141,,6211 PN,Maastricht,kenmerkend,,GM-1990
Statensingel,143,,6211 PN,Maastricht,kenmerkend,,GM-1991
Statensingel,145,,6211 PN,Maastricht,kenmerkend,,GM-1992
Statensingel,147,,6211 PP,Maastricht,dominant,,GM-1994
Statensingel,155,,6211 PP,Maastricht,kenmerkend,,GM-1995
Statensingel,165,,6211 PP,Maastricht,dominant,,GM-1996
Statensingel,172,,6217 KJ,Maastricht,dominant,woonhuis,GM-2629
Statensingel,173,,6211 PP,Maastricht,kenmerkend,,GM-1997
Statensingel,175,,6211 PP,Maastricht,kenmerkend,,GM-1998
Statensingel,179,,6211 PR,,kenmerkend,,GM-1999
Statensingel,181,,6211 PR,Maastricht,dominant,,GM-2000
Statensingel,183,,6211 PR,Maastricht,dominant,,GM-2001
Statensingel,189,,6211 PR,Maastricht,kenmerkend,,GM-2002
Statensingel,201,,6211 PR,Maastricht,dominant,,GM-2003
Statenstraat,1,,6211 TB,Maastricht,kenmerkend,,GM-2022
Stationsplein,1,A,6221 BT,Maastricht,kenmerkend,,GM-2023
Stationsstraat,1,,6221 BM,Maastricht,kenmerkend,,GM-2024
Stationsstraat,3,,6221 BM,Maastricht,dominant,,GM-2044
Stationsstraat,5,,6221 BM,Maastricht,dominant,,GM-3578
Stationsstraat,5,A,6221 BM,Maastricht,dominant,,GM-3579
Stationsstraat,8,,6221 BP,Maastricht,dominant,,GM-2060
Stationsstraat,9,,6221 BM,Maastricht,dominant,,GM-2061
Stationsstraat,11,,6221 BM,Maastricht,dominant,,GM-2025
Stationsstraat,12,,6221 BP,Maastricht,dominant,,GM-2026
Stationsstraat,13,B,6221 BM,Maastricht,dominant,,GM-2027
Stationsstraat,14,,6221 BP,Maastricht,dominant,,GM-2028
Stationsstraat,16,,6221 BP,Maastricht,dominant,,GM-2029
Stationsstraat,17,,6221 BM,Maastricht,dominant,,GM-2030
Stationsstraat,17,A,6221 BM,Maastricht,dominant,,GM-2031
Stationsstraat,18,,6221 BP,Maastricht,dominant,,GM-2032
Stationsstraat,19,,6221 BN,Maastricht,dominant,,GM-2033
Stationsstraat,20,,6221 BP,Maastricht,dominant,,GM-2034
Stationsstraat,21,,6221 BN,Maastricht,dominant,,GM-2035
Stationsstraat,23,,6221 BN,Maastricht,dominant,,GM-2036
Stationsstraat,25,,6221 BN,Maastricht,dominant,,GM-2037
Stationsstraat,28,,6221 BR,Maastricht,dominant,,GM-2038
Stationsstraat,29,,6221 BN,Maastricht,dominant,,GM-2040
Stationsstraat,31,,6221 BN,Maastricht,dominant,,GM-2041
Stationsstraat,33,,6221 BN,Maastricht,dominant,,GM-2042
Stationsstraat,35,,6221 BN,Maastricht,dominant,,GM-2043
Stationsstraat,36,,6221 BR,Maastricht,dominant,,GM-2045
Stationsstraat,39,,6221 BN,Maastricht,dominant,,GM-2046
Stationsstraat,40,,6221 BR,Maastricht,dominant,,GM-2047
Stationsstraat,41,,6221 BN,Maastricht,dominant,,GM-2048
Stationsstraat,42,,6221 BR,Maastricht,dominant,,GM-2049
Stationsstraat,43,,6221 BN,Maastricht,dominant,,GM-2050
Stationsstraat,44,,6221 BR,Maastricht,dominant,,GM-2051
Stationsstraat,45,,6221 BN,Maastricht,dominant,,GM-2052
Stationsstraat,46,,6221 BR,Maastricht,dominant,,GM-2053
Stationsstraat,47,,6221 BN,Maastricht,dominant,,GM-2054
Stationsstraat,48,B,6221 BR,Maastricht,dominant,,GM-2055
Stationsstraat,52,,6221 BR,Maastricht,dominant,,GM-2056
Stationsstraat,54,,6221 BR,Maastricht,dominant,,GM-2057
Stationsstraat,56,A,6221 BR,Maastricht,dominant,,GM-2058
Stationsstraat,58,,6221 BR,Maastricht,kenmerkend,,GM-2059
Stenenwal,,,,Maastricht,waardevol cultuurhistorisch element,fontein hotel maastricht,GM-2064
Stenenwal,18,A,6221 GA,Maastricht,kenmerkend,,GM-2062
Stenenwal,27,,6221 GA,Maastricht,kenmerkend,,GM-2063
Sterre der Zeestraat,1,,6227 SC,Maastricht,dominant,"schoolgebouw, architect A. Bartels",GM-439
Sterreplein,,,,Maastricht,waardevol cultuurhistorisch element,beeld,GM-3575
Sterreplein,,,,Maastricht,waardevol groenelement,plein,GM-2066
Sterreplein,1,,6221 AM,Maastricht,dominant,kerk,GM-2065
Stokstraat,,,,Maastricht,waardevol cultuurhistorisch element,hekwerk OLV kerk,GM-2067
Stokstraat,,,,Maastricht,waardevol cultuurhistorisch element,scheepsboegbeeld,GM-2069
Stokstraat,46,,6211 GD,Maastricht,dominant,,GM-2068
Stuifkensweg,,,,Maastricht,waardevol cultuurhistorisch element,Wegkruis,GM-3678
Stuifkensweg,,,,Maastricht,waardevol cultuurhistorisch element,brug over de Kanjel,GM-3670
Susserweg,,,,Maastricht,waardevol cultuurhistorisch element,Devotiekruis,GM-3757
Susserweg ,1,,6213 NE,Maastricht,kenmerkend,,GM-739
Susserweg,3,,6213 NE,Maastricht,kenmerkend,,GM-740
Susserweg,17,,6213 NE,Maastricht,dominant,boerderij,GM-3786
Susserweg,213,,6213 NE,Maastricht,waardevol cultuurhistorisch element,Wegkruis,GM-3758
SYMPHONIESINGEL,60,,6218 AA,Maastricht,waardevol cultuurhistorisch element,kerkhofmuur,GM-205
Tafelstraat,1,A,6211 JD,Maastricht,dominant,,GM-2071
Tafelstraat,5,,6211 JD,Maastricht,dominant,,GM-2073
Tafelstraat,6,,6211 JD,,dominant,,GM-2074
Tafelstraat,7,,6211 JD,Maastricht,dominant,,GM-2075
Tafelstraat,11,B,6211 JD,Maastricht,dominant,,GM-2070
Tafelstraat,20,,6211 JD,Maastricht,dominant,,GM-2072
Terra Nigrastraat,5,,6216 BK,,kenmerkend,woonhuis,GM-2642
Terra Nigrastraat,5,,6216 BK,Maastricht,dominant,school,GM-2641
Terracottaplein,1,B,6216 BH,Maastricht,dominant,woonhuis,GM-2640
Theodoor Schaepkensstraat,2,,6221 VZ,Maastricht,kenmerkend,,GM-2081
Theodoor Schaepkensstraat,6,,6221 VZ,Maastricht,kenmerkend,,GM-2084
Theodoor Schaepkensstraat,7,A,6221 VX,Maastricht,dominant,,GM-2085
Theodoor Schaepkensstraat,9,A,6221 VX,Maastricht,dominant,,GM-2086
Theodoor Schaepkensstraat,10,,,Maastricht,kenmerkend,Huisnr bestaat niet in BAG,GM-2076
Theodoor Schaepkensstraat,14,,6221 VZ,Maastricht,kenmerkend,,GM-2077
Theodoor Schaepkensstraat,15,,6221 VX,Maastricht,kenmerkend,,GM-2078
Theodoor Schaepkensstraat,18,,6221 VZ,Maastricht,kenmerkend,,GM-2079
Theodoor Schaepkensstraat,22,,6221 VZ,Maastricht,kenmerkend,,GM-2080
